ID,QUOTE_TIME_UTC,CCY_PAIR,SIDE,PRODUCT,NOTIONAL,CALL_PUT,STRIKE,EXPIRY_DATE,PREMIUM
46,2017-10-30 08:21:00,EURUSD,Sell,European,50000000.0,P,1.113,2018-11-15 00:00:00,483261.0
47,2017-10-30 08:25:00,EURUSD,Sell,European,50000000.0,P,1.113,2019-01-17 00:00:00,538790.0
48,2017-10-30 08:22:00,EURUSD,Buy,European,50000000.0,C,1.183,2019-01-17 00:00:00,1957290.0
49,2017-10-30 08:23:00,EURUSD,Buy,European,1000000.0,C,1.17,2017-11-06 00:00:00,2130.0
50,2017-10-30 08:24:00,EURUSD,Sell,European,50000000.0,P,1.113,2018-11-15 00:00:00,483261.0
51,2017-10-30 08:36:00,EURUSD,Buy,European,50000000.0,C,1.183,2018-11-15 00:00:00,1700261.0
52,2017-10-30 08:32:00,EURUSD,Buy,European,1000000.0,P,1.1569,2017-11-06 00:00:00,2130.0
53,2017-10-30 08:36:00,EURUSD,Buy,European,1000000.0,C,1.205,2018-01-30 00:00:00,4766.0
54,2017-10-30 08:37:00,EURUSD,Buy,European,1000000.0,P,1.14,2018-01-30 00:00:00,5554.0
55,2017-10-30 08:41:00,EURUSD,Buy,European,1000000.0,P,1.14,2018-01-30 00:00:00,5560.0
56,2017-10-30 08:39:00,EURUSD,Buy,European,2500000.0,C,1.172,2017-11-06 00:00:00,4200.0
57,2017-10-30 08:34:00,EURUSD,Buy,European,2500000.0,C,1.175,2017-11-06 00:00:00,2900.0
58,2017-10-30 08:43:00,EURUSD,Buy,European,2500000.0,C,1.172,2017-11-06 00:00:00,4200.0
59,2017-10-30 08:50:00,EURUSD,Buy,European,1000000.0,C,1.17,2017-11-06 00:00:00,2130.0
60,2017-10-30 08:49:00,EURUSD,Buy,European,5000000.0,C,1.2,2018-02-23 00:00:00,33550.0
61,2017-10-30 08:53:00,EURUSD,Sell,European,2000000.0,C,1.172,2017-11-06 00:00:00,3080.0
62,2017-10-30 08:54:00,EURUSD,Buy,European,5000000.0,C,1.18,2018-02-23 00:00:00,61250.0
63,2017-10-30 08:59:00,EURUSD,Buy,European,1000000.0,P,1.0544,2017-10-31 00:00:00,31.0
64,2017-10-30 08:55:00,EURUSD,Sell,European,1000000.0,C,1.0544,2017-10-31 00:00:00,103209.0
65,2017-10-30 08:53:00,EURUSD,Sell,European,1000000.0,P,1.0544,2017-10-31 00:00:00,29.0
66,2017-10-30 08:50:00,EURUSD,Buy,European,1000000.0,C,1.0544,2017-10-31 00:00:00,103400.0
67,2017-10-30 08:57:00,EURUSD,Sell,European,1000000.0,P,1.0544,2017-10-31 00:00:00,29.0
68,2017-10-30 08:47:00,EURUSD,Buy,European,1000000.0,C,1.0544,2017-10-31 00:00:00,103420.0
69,2017-10-30 08:49:00,EURUSD,Buy,European,100000.0,P,1.1575,2017-11-09 00:00:00,286.0
70,2017-10-30 08:56:00,EURUSD,Buy,European,100000.0,P,1.15,2017-11-13 00:00:00,167.0
71,2017-10-30 08:55:00,EURUSD,Sell,European,1000000.0,P,1.0544,2017-10-31 00:00:00,29.0
72,2017-10-30 08:55:00,EURUSD,Buy,European,1000000.0,C,1.0544,2017-10-31 00:00:00,103456.0
73,2017-10-30 08:48:00,EURUSD,Buy,European,100000.0,P,1.1525,2017-11-13 00:00:00,207.0
74,2017-10-30 08:58:00,EURUSD,Buy,European,1000000.0,C,1.0544,2017-10-31 00:00:00,103482.0
75,2017-10-30 08:52:00,EURUSD,Sell,European,1000000.0,P,1.0544,2017-10-31 00:00:00,28.0
76,2017-10-30 09:03:00,EURUSD,Buy,European,1000000.0,C,1.0544,2017-10-31 00:00:00,89169.0
77,2017-10-30 09:04:00,EURUSD,Sell,European,1000000.0,P,1.0544,2017-10-31 00:00:00,25.0
78,2017-10-30 09:06:00,EURUSD,Buy,European,1000000.0,P,1.155,2017-11-06 00:00:00,1700.0
79,2017-10-30 09:13:00,EURUSD,Buy,European,100000.0,P,1.1575,2017-11-09 00:00:00,285.0
80,2017-10-30 09:13:00,EURUSD,Buy,European,100000.0,P,1.1575,2017-11-09 00:00:00,282.0
81,2017-10-30 09:03:00,EURUSD,Buy,European,1000000.0,C,1.1719,2017-11-06 00:00:00,1700.0
82,2017-10-30 09:09:00,EURUSD,Buy,European,100000.0,P,1.1525,2017-11-13 00:00:00,207.0
83,2017-10-30 09:11:00,EURUSD,Buy,European,5000000.0,C,1.17,2018-02-23 00:00:00,80650.0
84,2017-10-30 09:06:00,EURUSD,Buy,European,100000.0,P,1.153,2017-11-13 00:00:00,217.0
85,2017-10-30 09:09:00,EURUSD,Buy,European,100000.0,P,1.154,2017-11-13 00:00:00,239.0
86,2017-10-30 09:01:00,EURUSD,Buy,European,100000.0,P,1.1545,2017-11-13 00:00:00,250.0
87,2017-10-30 09:06:00,EURUSD,Buy,European,100000.0,P,1.155,2017-11-13 00:00:00,260.0
88,2017-10-30 09:02:00,EURUSD,Buy,European,100000.0,P,1.156,2017-11-13 00:00:00,277.0
89,2017-10-30 09:10:00,EURUSD,Buy,European,5000000.0,C,1.2,2018-02-23 00:00:00,34200.0
90,2017-10-30 09:06:00,EURUSD,Buy,European,1000000.0,P,1.155,2017-11-06 00:00:00,1700.0
91,2017-10-30 09:15:00,EURUSD,Buy,European,100000.0,C,1.175,2017-11-29 00:00:00,514.0
92,2017-10-30 09:15:00,EURUSD,Buy,European,5000000.0,C,1.1635,2018-02-23 00:00:00,96400.0
93,2017-10-30 09:14:00,EURUSD,Buy,European,5000000.0,C,1.17,2018-02-23 00:00:00,81350.0
94,2017-10-30 09:27:00,EURUSD,Buy,European,100000.0,C,1.175,2017-11-29 00:00:00,442.0
95,2017-10-30 09:28:00,EURUSD,Buy,European,5000000.0,C,1.18,2018-02-23 00:00:00,61950.0
96,2017-10-30 09:24:00,EURUSD,Buy,European,5000000.0,C,1.189,2018-02-23 00:00:00,47650.0
97,2017-10-30 09:21:00,EURUSD,Buy,European,5000000.0,C,1.19,2018-02-23 00:00:00,46400.0
98,2017-10-30 09:28:00,EURUSD,Buy,European,5000000.0,C,1.2,2018-02-23 00:00:00,34400.0
99,2017-10-30 09:26:00,EURUSD,Buy,European,200000.0,P,1.16,2017-11-30 00:00:00,1100.0
100,2017-10-30 09:17:00,EURUSD,Buy,European,7000000.0,P,1.1771,2017-11-20 00:00:00,106680.0
101,2017-10-30 09:30:00,EURUSD,Buy,European,5000000.0,C,1.21,2018-02-23 00:00:00,25300.0
102,2017-10-30 09:16:00,EURUSD,Buy,European,7000000.0,P,1.1653,2017-11-20 00:00:00,54250.0
103,2017-10-30 09:27:00,EURUSD,Buy,European,100000.0,C,1.175,2017-12-28 00:00:00,866.0
104,2017-10-30 09:29:00,EURUSD,Buy,European,100000.0,C,1.175,2018-01-30 00:00:00,1190.0
105,2017-10-30 09:22:00,EURUSD,Sell,European,52881000.0,P,1.113,2018-11-15 00:00:00,503341.0
106,2017-10-30 09:16:00,EURUSD,Buy,European,52881000.0,C,1.183,2018-11-15 00:00:00,1823779.57
107,2017-10-30 09:29:00,EURUSD,Buy,European,20000000.0,C,1.18,2017-11-29 00:00:00,74400.0
108,2017-10-30 09:30:00,EURUSD,Sell,European,52881000.0,P,1.114,2018-11-15 00:00:00,511833.0
109,2017-10-30 09:16:00,EURUSD,Buy,European,52881000.0,C,1.184,2018-11-15 00:00:00,1795783.68
110,2017-10-30 09:22:00,EURUSD,Buy,European,5000000.0,P,1.18,2017-12-18 00:00:00,85850.0
111,2017-10-30 09:25:00,EURUSD,Buy,European,6000000.0,P,1.165,2019-09-26 00:00:00,180874.48
112,2017-10-30 09:22:00,EURUSD,Buy,European,100000.0,C,1.185,2017-11-29 00:00:00,233.0
113,2017-10-30 09:19:00,EURUSD,Buy,European,52881000.0,C,1.1839,2018-11-15 00:00:00,1798708.35
114,2017-10-30 09:28:00,EURUSD,Sell,European,52881000.0,P,1.1139,2018-11-15 00:00:00,511056.0
115,2017-10-30 09:24:00,EURUSD,Buy,European,100000.0,C,1.18,2017-11-29 00:00:00,323.0
116,2017-10-30 09:16:00,EURUSD,Buy,European,5000000.0,C,1.18,2017-12-14 00:00:00,28150.0
117,2017-10-30 09:16:00,EURUSD,Buy,European,100000.0,C,1.18,2017-12-28 00:00:00,701.0
118,2017-10-30 09:21:00,EURUSD,Sell,European,52880000.0,P,1.114,2018-11-15 00:00:00,511824.0
119,2017-10-30 09:16:00,EURUSD,Buy,European,52880000.0,C,1.184,2018-11-15 00:00:00,1795750.4
120,2017-10-30 09:25:00,EURUSD,Buy,European,6000000.0,P,1.19,2019-09-26 00:00:00,195150.4
121,2017-10-30 09:32:00,EURUSD,Buy,European,5000000.0,C,1.18,2017-12-13 00:00:00,23150.0
122,2017-10-30 09:35:00,EURUSD,Buy,European,100000.0,C,1.18,2018-01-30 00:00:00,1000.0
123,2017-10-30 09:42:00,EURUSD,Buy,European,6000000.0,P,1.19,2019-09-26 00:00:00,181979.69
124,2017-10-30 09:45:00,EURUSD,Buy,European,5000000.0,C,1.17,2017-12-12 00:00:00,37350.0
125,2017-10-30 09:35:00,EURUSD,Sell,European,50000000.0,P,1.1135,2019-01-17 00:00:00,538812.0
126,2017-10-30 09:40:00,EURUSD,Buy,European,50000000.0,C,1.1835,2019-01-17 00:00:00,1957312.0
127,2017-10-30 09:33:00,EURUSD,Buy,European,6000000.0,P,1.2,2019-09-26 00:00:00,179440.0
128,2017-10-30 09:36:00,EURUSD,Buy,European,6000000.0,P,1.2,2019-09-26 00:00:00,179438.0
129,2017-10-30 09:45:00,EURUSD,Buy,European,6000000.0,P,1.2,2019-09-26 00:00:00,179427.0
130,2017-10-30 09:43:00,EURUSD,Buy,European,6000000.0,P,1.2,2019-09-26 00:00:00,179381.0
131,2017-10-30 09:39:00,EURUSD,Buy,European,6000000.0,P,1.2,2019-09-26 00:00:00,179331.0
132,2017-10-30 09:45:00,EURUSD,Buy,European,250000000.0,C,1.17,2017-12-15 00:00:00,2585000.0
133,2017-10-30 09:32:00,EURUSD,Buy,European,100000.0,P,1.1575,2017-11-09 00:00:00,289.0
134,2017-10-30 09:35:00,EURUSD,Buy,European,100000.0,P,1.156,2017-11-13 00:00:00,287.0
135,2017-10-30 09:35:00,EURUSD,Buy,European,250000000.0,C,1.17,2017-12-15 00:00:00,2217500.0
136,2017-10-30 09:41:00,EURUSD,Buy,European,49790000.0,C,1.1835,2019-01-17 00:00:00,1949091.3
137,2017-10-30 09:35:00,EURUSD,Sell,European,49790000.0,P,1.1135,2019-01-17 00:00:00,536549.0
138,2017-10-30 09:36:00,EURUSD,Buy,European,100000.0,P,1.157,2017-11-13 00:00:00,313.0
139,2017-10-30 09:32:00,EURUSD,Buy,European,100000.0,P,1.1575,2017-11-13 00:00:00,324.0
140,2017-10-30 09:45:00,EURUSD,Buy,European,52880000.0,C,1.184,2018-11-15 00:00:00,1786187.2
141,2017-10-30 09:38:00,EURUSD,Sell,European,52880000.0,P,1.114,2018-11-15 00:00:00,514952.0
142,2017-10-30 09:38:00,EURUSD,Buy,European,400000.0,C,1.14,2018-11-29 00:00:00,20765.0
143,2017-10-30 09:32:00,EURUSD,Buy,European,400000.0,C,1.14,2018-12-28 00:00:00,21700.0
144,2017-10-30 09:31:00,EURUSD,Buy,European,400000.0,C,1.14,2018-10-31 00:00:00,19863.0
145,2017-10-30 09:37:00,EURUSD,Buy,European,400000.0,C,1.14,2018-04-27 00:00:00,14247.0
146,2017-10-30 09:33:00,EURUSD,Buy,European,400000.0,C,1.14,2018-03-28 00:00:00,13302.0
147,2017-10-30 09:43:00,EURUSD,Buy,European,400000.0,C,1.14,2018-09-28 00:00:00,18956.0
148,2017-10-30 09:39:00,EURUSD,Buy,European,400000.0,C,1.14,2018-08-31 00:00:00,18093.0
149,2017-10-30 09:50:00,EURUSD,Buy,European,400000.0,C,1.14,2018-07-31 00:00:00,17137.0
150,2017-10-30 09:54:00,EURUSD,Buy,European,400000.0,C,1.14,2018-01-31 00:00:00,10643.0
151,2017-10-30 09:48:00,EURUSD,Buy,European,400000.0,C,1.14,2018-02-28 00:00:00,11623.0
152,2017-10-30 09:47:00,EURUSD,Buy,European,400000.0,C,1.14,2018-06-28 00:00:00,16185.0
153,2017-10-30 09:54:00,EURUSD,Buy,European,400000.0,C,1.14,2018-05-31 00:00:00,15296.0
154,2017-10-30 09:49:00,EURUSD,Sell,European,52880000.0,P,1.114,2018-11-15 00:00:00,511045.0
155,2017-10-30 10:00:00,EURUSD,Buy,European,52880000.0,C,1.184,2018-11-15 00:00:00,1798673.0
156,2017-10-30 09:57:00,EURUSD,Buy,European,400000.0,C,1.18,2018-03-28 00:00:00,5640.0
157,2017-10-30 09:50:00,EURUSD,Buy,European,400000.0,C,1.18,2018-12-28 00:00:00,13455.0
158,2017-10-30 09:53:00,EURUSD,Buy,European,400000.0,C,1.18,2018-04-27 00:00:00,6589.0
159,2017-10-30 09:53:00,EURUSD,Buy,European,400000.0,C,1.18,2018-01-31 00:00:00,3379.0
160,2017-10-30 09:54:00,EURUSD,Buy,European,400000.0,C,1.18,2018-05-31 00:00:00,7552.0
161,2017-10-30 09:55:00,EURUSD,Buy,European,400000.0,C,1.18,2018-06-28 00:00:00,8365.0
162,2017-10-30 10:00:00,EURUSD,Buy,European,400000.0,C,1.18,2018-07-31 00:00:00,9253.0
163,2017-10-30 09:51:00,EURUSD,Buy,European,400000.0,C,1.18,2018-08-31 00:00:00,10131.0
164,2017-10-30 09:59:00,EURUSD,Buy,European,400000.0,C,1.18,2018-09-28 00:00:00,10926.0
165,2017-10-30 09:50:00,EURUSD,Buy,European,400000.0,C,1.18,2018-10-31 00:00:00,11768.0
166,2017-10-30 09:58:00,EURUSD,Buy,European,400000.0,C,1.18,2018-11-29 00:00:00,12599.0
167,2017-10-30 09:50:00,EURUSD,Buy,European,400000.0,C,1.18,2018-02-28 00:00:00,4294.0
168,2017-10-30 09:51:00,EURUSD,Buy,European,400000.0,C,1.18,2018-10-31 00:00:00,11786.0
169,2017-10-30 10:00:00,EURUSD,Buy,European,400000.0,C,1.18,2018-09-28 00:00:00,10944.0
170,2017-10-30 09:50:00,EURUSD,Buy,European,400000.0,C,1.18,2018-06-28 00:00:00,8381.0
171,2017-10-30 09:58:00,EURUSD,Buy,European,400000.0,C,1.18,2018-08-31 00:00:00,10148.0
172,2017-10-30 09:54:00,EURUSD,Buy,European,400000.0,C,1.18,2018-12-28 00:00:00,13474.0
173,2017-10-30 09:50:00,EURUSD,Buy,European,400000.0,C,1.18,2018-07-31 00:00:00,9270.0
174,2017-10-30 09:46:00,EURUSD,Buy,European,400000.0,C,1.18,2018-11-29 00:00:00,12618.0
175,2017-10-30 09:58:00,EURUSD,Buy,European,400000.0,C,1.18,2018-02-28 00:00:00,4308.0
176,2017-10-30 10:00:00,EURUSD,Buy,European,400000.0,C,1.18,2018-03-28 00:00:00,5656.0
177,2017-10-30 09:58:00,EURUSD,Buy,European,400000.0,C,1.18,2018-04-27 00:00:00,6606.0
178,2017-10-30 09:46:00,EURUSD,Buy,European,400000.0,C,1.18,2018-05-31 00:00:00,7568.0
179,2017-10-30 09:59:00,EURUSD,Buy,European,400000.0,C,1.18,2018-01-31 00:00:00,3392.0
180,2017-10-30 09:54:00,EURUSD,Buy,European,400000.0,C,1.18,2018-03-28 00:00:00,5656.0
181,2017-10-30 09:55:00,EURUSD,Buy,European,400000.0,C,1.18,2018-04-27 00:00:00,6606.0
182,2017-10-30 09:49:00,EURUSD,Buy,European,400000.0,C,1.18,2018-05-31 00:00:00,7568.0
183,2017-10-30 09:57:00,EURUSD,Buy,European,400000.0,C,1.18,2018-01-31 00:00:00,3392.0
184,2017-10-30 09:58:00,EURUSD,Buy,European,400000.0,C,1.18,2018-06-28 00:00:00,8381.0
185,2017-10-30 09:57:00,EURUSD,Buy,European,400000.0,C,1.18,2018-02-28 00:00:00,4308.0
186,2017-10-30 10:10:00,EURUSD,Buy,European,400000.0,C,1.18,2018-11-29 00:00:00,12618.0
187,2017-10-30 10:11:00,EURUSD,Buy,European,400000.0,C,1.18,2018-10-31 00:00:00,11786.0
188,2017-10-30 10:12:00,EURUSD,Buy,European,400000.0,C,1.18,2018-09-28 00:00:00,10944.0
189,2017-10-30 10:05:00,EURUSD,Buy,European,400000.0,C,1.18,2018-08-31 00:00:00,10148.0
190,2017-10-30 10:15:00,EURUSD,Buy,European,400000.0,C,1.18,2018-07-31 00:00:00,9270.0
191,2017-10-30 10:08:00,EURUSD,Buy,European,400000.0,C,1.18,2018-12-28 00:00:00,13474.0
192,2017-10-30 10:13:00,EURUSD,Buy,European,400000.0,C,1.2,2018-06-28 00:00:00,5750.0
193,2017-10-30 10:08:00,EURUSD,Buy,European,400000.0,C,1.2,2018-12-28 00:00:00,10346.0
194,2017-10-30 10:12:00,EURUSD,Buy,European,400000.0,C,1.2,2018-05-31 00:00:00,5038.0
195,2017-10-30 10:02:00,EURUSD,Buy,European,400000.0,C,1.2,2018-04-27 00:00:00,4212.0
196,2017-10-30 10:13:00,EURUSD,Buy,European,400000.0,C,1.2,2018-03-28 00:00:00,3382.0
197,2017-10-30 10:01:00,EURUSD,Buy,European,400000.0,C,1.2,2018-02-28 00:00:00,2396.0
198,2017-10-30 10:09:00,EURUSD,Buy,European,400000.0,C,1.2,2018-01-31 00:00:00,1690.0
199,2017-10-30 10:04:00,EURUSD,Buy,European,400000.0,C,1.2,2018-07-31 00:00:00,6545.0
200,2017-10-30 10:03:00,EURUSD,Buy,European,400000.0,C,1.2,2018-08-31 00:00:00,7329.0
201,2017-10-30 10:06:00,EURUSD,Buy,European,400000.0,C,1.2,2018-09-28 00:00:00,8046.0
202,2017-10-30 10:13:00,EURUSD,Buy,European,400000.0,C,1.2,2018-10-31 00:00:00,8813.0
203,2017-10-30 10:05:00,EURUSD,Buy,European,400000.0,C,1.2,2018-11-29 00:00:00,9568.0
204,2017-10-30 10:14:00,EURUSD,Buy,European,400000.0,C,1.2,2018-10-31 00:00:00,8800.0
205,2017-10-30 10:15:00,EURUSD,Buy,European,400000.0,C,1.2,2018-05-31 00:00:00,5027.0
206,2017-10-30 10:08:00,EURUSD,Buy,European,400000.0,C,1.2,2018-04-27 00:00:00,4201.0
207,2017-10-30 10:11:00,EURUSD,Buy,European,400000.0,C,1.2,2018-03-28 00:00:00,3372.0
208,2017-10-30 10:14:00,EURUSD,Buy,European,400000.0,C,1.2,2018-01-31 00:00:00,1681.0
209,2017-10-30 10:07:00,EURUSD,Buy,European,400000.0,C,1.2,2018-07-31 00:00:00,6532.0
210,2017-10-30 10:05:00,EURUSD,Buy,European,400000.0,C,1.2,2018-09-28 00:00:00,8033.0
211,2017-10-30 10:03:00,EURUSD,Buy,European,400000.0,C,1.2,2018-02-28 00:00:00,2388.0
212,2017-10-30 10:05:00,EURUSD,Buy,European,400000.0,C,1.2,2018-06-28 00:00:00,5738.0
213,2017-10-30 10:10:00,EURUSD,Buy,European,400000.0,C,1.2,2018-12-28 00:00:00,10332.0
214,2017-10-30 10:13:00,EURUSD,Buy,European,400000.0,C,1.2,2018-11-29 00:00:00,9553.0
215,2017-10-30 10:06:00,EURUSD,Buy,European,400000.0,C,1.2,2018-08-31 00:00:00,7316.0
216,2017-10-30 10:14:00,EURUSD,Sell,European,52880000.0,P,1.114,2018-11-15 00:00:00,515804.0
217,2017-10-30 10:09:00,EURUSD,Buy,European,52880000.0,C,1.184,2018-11-15 00:00:00,1782808.8
218,2017-10-30 10:10:00,EURUSD,Sell,European,49790000.0,P,1.1135,2019-01-17 00:00:00,537801.0
219,2017-10-30 10:13:00,EURUSD,Buy,European,49790000.0,C,1.1835,2019-01-17 00:00:00,1943870.6
220,2017-10-30 10:15:00,EURUSD,Buy,European,839492.42,P,1.15,2017-11-06 00:00:00,721.96
221,2017-10-30 10:14:00,EURUSD,Buy,European,839492.42,P,1.155,2017-11-06 00:00:00,1368.37
222,2017-10-30 10:14:00,EURUSD,Buy,European,839492.42,P,1.154,2017-11-06 00:00:00,1208.87
223,2017-10-30 10:02:00,EURUSD,Buy,European,839492.42,P,1.145,2017-11-06 00:00:00,360.98
224,2017-10-30 10:24:00,EURUSD,Buy,European,1000000.0,P,1.157,2017-11-06 00:00:00,2150.0
225,2017-10-30 10:23:00,EURUSD,Buy,European,839492.42,P,1.1545,2017-11-06 00:00:00,1284.42
226,2017-10-30 10:27:00,EURUSD,Buy,European,839492.42,P,1.1543,2017-11-06 00:00:00,1259.24
227,2017-10-30 10:24:00,EURUSD,Buy,European,49790000.0,C,1.1835,2019-01-17 00:00:00,1941781.2
228,2017-10-30 10:23:00,EURUSD,Sell,European,49790000.0,P,1.1135,2019-01-17 00:00:00,538699.0
229,2017-10-30 10:26:00,EURUSD,Sell,European,840308.59,P,1.1543,2017-11-06 00:00:00,1134.42
230,2017-10-30 10:29:00,EURUSD,Buy,European,100000.0,P,1.155,2017-11-06 00:00:00,167.0
231,2017-10-30 10:18:00,EURUSD,Buy,European,100000.0,P,1.155,2017-11-13 00:00:00,253.0
232,2017-10-30 10:16:00,EURUSD,Sell,European,150000.0,C,1.22,2018-07-23 00:00:00,1877.0
233,2017-10-30 10:22:00,EURUSD,Buy,European,150000.0,P,1.145,2018-07-23 00:00:00,1970.0
234,2017-10-30 10:21:00,EURUSD,Buy,European,150000.0,P,1.145,2018-07-23 00:00:00,1968.5
235,2017-10-30 10:16:00,EURUSD,Sell,European,150000.0,C,1.22,2018-07-23 00:00:00,1877.0
236,2017-10-30 10:22:00,EURUSD,Buy,European,100000.0,P,1.16,2017-11-13 00:00:00,389.0
237,2017-10-30 10:22:00,EURUSD,Sell,European,150000.0,C,1.22,2018-07-23 00:00:00,1877.0
238,2017-10-30 10:27:00,EURUSD,Buy,European,150000.0,P,1.145,2018-07-23 00:00:00,1968.5
239,2017-10-30 10:28:00,EURUSD,Buy,European,100000.0,P,1.16,2017-11-06 00:00:00,289.0
240,2017-10-30 10:23:00,EURUSD,Sell,European,150000.0,C,1.2,2018-07-23 00:00:00,2723.0
241,2017-10-30 10:20:00,EURUSD,Buy,European,150000.0,P,1.145,2018-07-23 00:00:00,1958.0
242,2017-10-30 10:17:00,EURUSD,Buy,European,100000.0,P,1.16,2017-11-13 00:00:00,387.0
243,2017-10-30 10:18:00,EURUSD,Buy,European,150000.0,P,1.145,2018-07-23 00:00:00,1874.27
244,2017-10-30 10:25:00,EURUSD,Sell,European,150000.0,C,1.2,2018-07-23 00:00:00,1874.27
245,2017-10-30 10:23:00,EURUSD,Sell,European,150000.0,C,1.205,2018-07-23 00:00:00,2134.0
