87,5
87,4
73,3
60,4
69,4
58,3
57,6
52,6
33,6
28,6
19,6
18,4
10,3
4,6
6,5
9,4
2,4
5,3
2,3
5,4
2,3
4,4
1,3
3,5
0,0
0,0
0,0
1,3
0,0
1,3
1,4
2,4
0,0
0,0
1,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,4
0,0
0,0
0,0
1,3
3,4
0,0
0,0
2,3
6,4
5,4
5,4
8,8
7,4
4,5
6,6
5,6
5,4
6,4
13,4
15,4
20,4
24,3
29,4
33,5
35,7
40,7
47,5
42,5
51,4
50,5
54,6
59,6
58,4
65,8
63,8
77,5
64,5
73,5
62,5
53,4
53,4
43,4
43,4
46,6
36,4
22,4
17,4
5,1
6,1
4,1
8,1
2,1
5,1
2,1
5,1
2,1
4,1
1,1
3,1
0,0
0,0
0,0
1,1
0,0
1,1
1,1
2,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
1,1
1,1
1,1
0,0
4,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,1
0,0
0,0
0,0
1,1
3,1
0,0
0,0
2,1
0,0
0,0
1,1
2,1
1,1
3,1
5,1
2,1
5,1
3,1
11,1
10,1
15,1
15,6
22,1
19,1
29,6
28,10
30,6
36,6
32,4
54,5
46,5
61,6
50,4
56,7
49,7
46,5
43,5
41,8
40,5
40,5
35,6
34,5
26,5
28,5
28,5
19,4
13,4
6,4
6,5
4,4
3,4
2,6
4,6
2,5
2,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,6
0,0
1,4
1,4
2,2
0,0
1,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
0,0
1,1
1,1
1,1
0,0
3,6
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,1
0,0
0,0
0,0
0,0
4,5
0,0
0,0
2,2
0,0
0,0
0,0
3,4
1,2
2,4
7,4
7,4
15,4
13,4
23,6
27,7
33,6
33,4
38,3
47,5
49,4
50,7
62,5
65,7
67,5
68,6
75,7
84,6
83,4
87,5
86,6
80,4
78,6
79,4
72,7
64,6
56,6
52,5
53,4
39,5
43,6
38,6
29,6
27,4
26,7
14,6
17,6
10,6
8,4
6,4
9,4
2,3
4,4
3,4
4,5
1,5
3,5
0,0
1,3
0,0
1,3
1,4
2,3
0,0
0,0
1,4
0,0
0,0
0,0
0,0
0,0
1,4
0,0
0,0
0,0
0,0
0,0
0,0
1,3
2,3
1,4
1,3
3,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,3
0,0
0,0
0,0
1,3
3,4
0,0
0,0
2,4
0,0
0,0
2,3
2,5
2,5
3,7
5,4
6,4
11,4
13,4
16,4
21,6
25,4
27,5
29,6
34,5
40,6
37,6
48,6
47,7
52,4
46,4
66,6
62,5
62,6
60,5
71,5
63,5
59,4
62,4
48,4
50,4
45,5
39,4
38,6
31,7
33,7
30,6
25,6
20,6
16,7
15,4
8,7
8,7
6,8
5,3
8,4
2,1
5,2
3,3
3,3
2,3
3,3
0,0
1,3
0,0
1,3
1,3
2,8
0,0
1,8
0,0
0,0
0,0
0,0
0,0
0,0
1,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,3
0,0
0,0
0,0
1,3
2,3
1,3
0,0
2,3
3,3
3,3
4,5
7,6
8,5
16,6
14,5
28,6
25,6
38,4
37,4
44,5
42,6
59,6
49,6
69,6
61,6
71,4
78,4
84,4
84,5
89,5
92,4
94,2
84,2
87,1
77,4
82,4
66,2
63,4
53,5
58,6
44,6
44,7
40,6
32,8
31,6
23,6
19,5
15,4
8,7
8,5
6,3
10,7
10,7
7,3
7,6
4,6
5,6
2,6
5,1
0,0
2,1
1,1
1,1
0,0
1,9
1,9
2,9
0,0
1,9
0,0
0,0
0,0
0,0
0,0
0,0
1,9
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,6
0,0
0,0
0,0
1,8
2,8
0,0
0,0
0,0
1,2
2,6
0,0
0,0
1,6
2,6
1,5
3,4
5,4
5,4
9,5
14,4
14,5
20,6
21,4
24,6
28,8
32,5
33,4
37,4
38,4
45,4
49,4
48,4
51,3
57,4
59,3
61,3
59,3
53,4
57,4
51,5
49,6
47,6
39,4
37,4
36,4
31,2
27,3
26,2
21,2
20,2
16,2
11,2
9,2
3,2
1,2
1,2
1,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,2
0,0
1,2
0,0
0,0
2,2
0,0
0,0
0,0
1,2
2,2
0,0
3,2
0,0
1,2
0,0
0,0
0,0
7,2
7,4
13,2
13,2
23,4
23,2
29,4
28,3
37,2
43,4
43,6
50,3
52,2
54,4
61,4
64,6
68,4
74,6
78,4
75,4
76,5
76,4
71,7
70,5
60,5
57,4
50,4
51,4
47,4
41,3
35,6
30,5
32,4
24,4
22,4
12,7
12,6
6,5
1,2
1,2
0,0
5,4
0,0
1,5
1,4
0,0
0,0
0,0
0,0
0,0
0,0
2,9
0,0
0,0
0,0
0,0
0,0
0,0
3,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,7
0,0
0,0
0,0
0,0
0,0
0,0
3,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,6
0,0
0,0
1,7
0,0
1,5
1,9
2,9
0,0
3,7
0,0
1,7
1,5
2,5
0,0
2,6
0,0
1,5
0,0
5,6
9,6
9,2
14,2
14,4
17,6
20,4
24,5
23,4
31,6
30,7
35,7
36,5
38,5
41,5
44,4
47,7
51,7
48,6
52,6
45,5
45,6
47,4
39,3
37,1
33,1
27,1
33,1
26,1
21,1
22,1
16,4
16,4
14,2
10,1
5,1
7,1
6,1
5,1
3,1
2,1
1,1
0,0
1,8
0,0
0,0
0,0
1,9
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,1
4,1
1,1
1,1
0,0
2,1
0,0
1,1
3,1
0,0
1,1
3,1
4,1
0,0
3,1
1,1
2,1
0,0
7,1
18,1
16,1
23,1
25,1
34,4
33,8
42,5
47,6
54,6
53,6
61,4
63,5
71,6
77,7
77,6
86,6
88,6
88,4
93,3
78,4
87,5
84,5
67,4
67,5
62,6
54,5
55,6
44,5
42,4
38,6
30,6
28,4
25,4
15,5
12,5
9,5
12,4
9,6
5,6
4,5
1,5
0,0
1,5
0,0
0,0
0,0
1,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,5
0,0
0,0
0,0
1,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,4
5,3
0,0
1,5
0,0
3,6
5,7
0,0
1,2
0,0
3,4
2,5
0,0
5,4
0,0
3,4
3,4
6,4
0,0
6,5
0,0
3,5
0,0
14,5
22,6
24,8
36,7
41,4
49,5
52,6
62,6
66,4
82,7
82,8
90,4
95,3
111,2
102,5
129,6
125,7
132,6
133,6
141,6
123,5
127,5
119,6
113,6
96,4
89,8
82,4
83,6
67,6
69,6
46,6
53,6
40,6
40,6
23,3
19,4
15,3
13,4
13,4
10,4
6,3
0,0
0,0
1,3
0,0
0,0
0,0
0,0
0,0
0,0
2,3
0,0
0,0
0,0
2,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,3
4,3
1,4
1,1
0,0
3,3
1,9
1,1
5,8
0,0
2,3
2,5
4,6
1,3
5,7
0,0
2,7
0,0
9,6
21,7
18,6
28,5
33,4
39,5
39,7
55,6
49,7
68,4
62,4
76,3
75,7
87,6
84,8
101,6
98,4
108,8
109,7
103,7
103,7
101,6
99,5
88,4
80,2
73,5
67,3
59,4
55,4
57,5
36,7
45,9
32,7
28,6
18,6
17,4
14,2
11,2
11,2
5,2
4,2
0,0
1,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,2
0,0
0,0
0,0
2,2
0,0
0,0
0,0
0,0
2,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,2
6,2
0,0
1,2
3,2
5,2
0,0
0,0
1,2
2,2
1,2
0,0
3,2
1,2
1,2
1,2
4,2
0,0
4,2
0,0
1,2
0,0
7,2
11,2
15,2
22,8
20,6
30,9
28,7
34,6
37,4
49,6
46,5
45,8
62,7
60,7
58,7
71,6
66,4
76,5
78,3
73,3
74,3
63,2
73,5
62,6
58,7
50,3
43,4
49,3
39,3
32,3
33,4
27,4
24,4
8,3
8,3
4,9
2,4
0,0
1,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,4
0,0
0,0
0,0
2,4
0,0
0,0
0,0
0,0
2,4
0,0
0,0
0,0
0,0
0,0
0,0
1,3
1,4
3,4
0,0
0,0
0,0
0,0
0,0
4,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,3
1,3
0,0
1,3
0,0
1,5
1,5
0,0
3,5
1,5
4,5
0,0
1,5
0,0
8,5
12,5
13,5
20,5
21,5
30,8
26,6
37,6
36,6
49,7
43,4
53,6
51,6
65,9
62,8
63,7
72,6
81,5
73,7
77,8
69,4
73,6
66,5
60,4
56,4
52,2
44,4
44,5
41,7
37,6
30,6
29,7
20,6
9,6
9,6
4,7
2,4
0,0
1,4
0,0
2,4
0,0
1,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,6
1,6
0,0
0,0
1,6
1,7
0,0
0,0
0,0
2,5
0,0
0,0
0,0
2,4
0,0
0,0
0,0
0,0
1,3
1,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,6
0,0
0,0
0,0
1,6
1,6
0,0
1,6
0,0
0,0
2,6
0,0
5,6
0,0
4,6
6,6
0,0
3,6
2,3
1,4
0,0
8,2
16,4
17,4
25,4
24,4
36,4
35,4
40,6
44,4
60,4
56,3
60,3
62,4
74,6
67,6
87,5
82,5
91,4
87,4
95,4
85,5
82,4
83,4
75,7
62,5
68,5
52,4
60,4
44,4
42,5
38,4
34,5
27,6
9,7
10,6
6,7
0,0
1,7
1,7
1,2
0,0
0,0
1,2
1,4
0,0
0,0
0,0
0,0
0,0
3,6
0,0
0,0
0,0
2,4
0,0
0,0
0,0
0,0
0,0
0,0
1,7
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,7
1,4
0,0
1,4
0,0
1,4
6,4
7,5
6,6
7,6
7,4
8,3
9,4
11,7
19,3
19,3
27,4
33,4
40,4
43,5
48,5
60,5
66,4
65,8
72,3
77,4
82,6
93,4
99,4
95,6
114,5
107,4
110,4
103,6
99,6
100,5
84,5
84,4
71,4
64,4
69,3
56,2
52,6
45,4
40,5
29,6
15,6
12,9
7,3
0,0
2,3
0,0
1,3
0,0
0,0
1,3
0,0
1,3
0,0
0,0
0,0
0,0
3,3
0,0
2,3
0,0
0,0
0,0
0,0
1,3
1,3
1,3
0,0
0,0
0,0
0,0
1,3
0,0
0,0
0,0
2,3
0,0
0,0
0,0
1,3
0,0
0,0
0,0
1,3
0,0
0,0
0,0
1,3
1,3
0,0
0,0
1,3
0,0
0,0
1,3
0,0
0,0
2,3
7,3
8,3
7,2
3,1
8,1
6,1
9,1
9,1
9,2
11,7
13,1
23,1
23,4
33,6
36,2
52,2
47,5
61,6
69,5
75,6
82,7
82,5
95,7
111,5
102,5
120,5
115,6
134,5
129,4
135,4
120,4
114,6
125,5
108,7
92,6
90,5
72,4
88,6
61,5
65,6
49,7
54,6
36,6
15,3
15,6
7,7
0,0
2,3
0,0
1,3
0,0
0,0
1,3
1,3
0,0
0,0
0,0
0,0
0,0
3,6
0,0
2,6
0,0
0,0
0,0
1,1
0,0
1,1
0,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
1,1
3,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,8
0,0
0,0
0,0
0,0
1,8
0,0
1,8
4,7
5,5
5,2
3,1
8,1
7,1
14,2
14,6
21,5
23,4
31,4
29,4
37,5
37,8
48,5
49,4
52,5
57,4
61,4
64,4
70,5
70,5
80,6
82,6
77,6
75,4
69,6
70,5
66,9
59,7
50,2
43,3
52,7
43,6
34,7
29,4
33,2
23,1
7,1
8,1
5,1
0,0
1,1
0,0
12,1
9,1
0,0
2,1
0,0
1,1
0,0
0,0
0,0
1,1
1,1
0,0
0,0
0,0
0,0
0,0
0,0
1,1
2,1
1,1
0,0
0,0
0,0
1,1
0,0
2,10
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,1
1,1
0,0
0,0
0,0
3,1
0,0
0,0
0,0
1,1
2,1
0,0
0,0
0,0
0,0
0,0
1,1
4,1
3,1
2,1
3,1
4,1
4,1
4,1
6,1
7,1
10,4
12,3
17,4
18,4
26,5
22,5
34,6
32,2
38,2
37,6
49,5
43,4
56,4
53,4
57,4
62,4
68,4
65,4
65,3
60,8
62,7
59,6
52,6
53,6
39,1
43,6
38,4
36,7
28,4
27,4
25,2
19,2
8,4
7,5
3,6
0,0
6,8
0,0
1,4
0,0
1,3
0,0
0,0
0,0
1,3
0,0
1,3
0,0
2,4
0,0
0,0
0,0
1,6
1,9
0,0
0,0
0,0
0,0
1,9
0,0
2,6
0,0
0,0
1,6
0,0
0,0
0,0
0,0
0,0
0,0
2,4
0,0
0,0
0,0
0,0
0,0
1,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,5
3,7
1,2
3,2
4,4
5,4
3,4
1,5
4,3
2,3
5,3
4,4
5,5
8,4
10,4
10,4
19,4
19,8
24,5
25,4
29,5
37,5
35,4
41,5
44,4
50,6
48,7
51,7
61,7
62,8
67,8
63,4
70,6
60,7
64,6
57,5
52,6
48,6
49,7
39,6
36,7
34,7
33,7
22,6
28,7
15,5
10,5
8,4
3,3
1,6
0,0
2,6
1,3
1,3
1,3
1,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,3
0,0
0,0
1,3
0,0
2,2
0,0
0,0
1,3
0,0
0,0
0,0
0,0
0,0
0,0
2,3
0,0
0,0
0,0
0,0
3,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,3
5,4
1,5
5,4
5,4
7,4
4,3
4,3
5,3
5,3
5,4
7,3
9,3
10,4
14,3
15,3
26,3
22,3
38,3
33,3
40,3
47,4
59,4
54,4
63,7
66,8
72,6
71,5
92,6
85,7
92,6
90,6
91,6
88,6
78,4
91,7
74,6
63,4
65,6
52,4
54,4
54,4
41,4
36,4
32,4
26,5
14,6
8,4
5,4
2,3
1,1
3,4
0,0
1,4
1,4
1,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,6
0,0
0,0
1,4
0,0
2,0
