x-count,x-count,x-count,x-count,y-count
6,4,8,2,5
4,8,2,5,2
8,2,5,2,5
2,5,2,5,2
5,2,5,2,4
2,5,2,4,1
5,2,4,1,3
2,4,1,3,0
4,1,3,0,0
1,3,0,0,0
3,0,0,0,1
0,0,0,1,0
0,0,1,0,1
0,1,0,1,1
1,0,1,1,2
0,1,1,2,0
1,1,2,0,1
1,2,0,1,0
2,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,1,0,0
0,1,0,0,1
1,0,0,1,1
0,0,1,1,1
0,1,1,1,0
1,1,1,0,4
1,1,0,4,0
1,0,4,0,0
0,4,0,0,0
4,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,0,0,2,0
0,0,2,0,0
0,2,0,0,0
2,0,0,0,1
0,0,0,1,3
0,0,1,3,0
0,1,3,0,0
1,3,0,0,2
3,0,0,2,0
0,0,2,0,0
0,2,0,0,1
2,0,0,1,2
0,0,1,2,1
0,1,2,1,3
1,2,1,3,5
2,1,3,5,2
1,3,5,2,5
3,5,2,5,3
5,2,5,3,11
2,5,3,11,10
5,3,11,10,15
3,11,10,15,15
11,10,15,15,22
10,15,15,22,19
15,15,22,19,29
15,22,19,29,28
22,19,29,28,30
19,29,28,30,36
29,28,30,36,32
28,30,36,32,54
30,36,32,54,46
36,32,54,46,61
32,54,46,61,50
54,46,61,50,56
46,61,50,56,49
61,50,56,49,46
50,56,49,46,43
56,49,46,43,41
49,46,43,41,40
46,43,41,40,40
43,41,40,40,35
41,40,40,35,34
40,40,35,34,26
40,35,34,26,28
35,34,26,28,28
34,26,28,28,19
26,28,28,19,13
28,28,19,13,6
28,19,13,6,6
19,13,6,6,4
13,6,6,4,3
6,6,4,3,2
6,4,3,2,4
4,3,2,4,2
3,2,4,2,2
2,4,2,2,0
4,2,2,0,0
2,2,0,0,0
2,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,0,0,2,0
0,0,2,0,1
0,2,0,1,1
2,0,1,1,2
0,1,1,2,0
1,1,2,0,1
1,2,0,1,0
2,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,1,0,0
0,1,0,0,1
1,0,0,1,1
0,0,1,1,1
0,1,1,1,0
1,1,1,0,3
1,1,0,3,1
1,0,3,1,0
0,3,1,0,0
3,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,0,0,2,0
0,0,2,0,0
0,2,0,0,0
2,0,0,0,0
0,0,0,0,4
0,0,0,4,0
0,0,4,0,0
0,4,0,0,2
4,0,0,2,0
0,0,2,0,0
0,2,0,0,0
2,0,0,0,3
0,0,0,3,1
0,0,3,1,2
0,3,1,2,7
3,1,2,7,7
1,2,7,7,15
2,7,7,15,13
7,7,15,13,23
7,15,13,23,27
15,13,23,27,33
13,23,27,33,33
23,27,33,33,38
27,33,33,38,47
33,33,38,47,49
33,38,47,49,50
38,47,49,50,62
47,49,50,62,65
49,50,62,65,67
50,62,65,67,68
62,65,67,68,75
65,67,68,75,84
67,68,75,84,83
68,75,84,83,87
75,84,83,87,86
84,83,87,86,80
83,87,86,80,78
87,86,80,78,79
86,80,78,79,72
80,78,79,72,64
78,79,72,64,56
79,72,64,56,52
72,64,56,52,53
64,56,52,53,39
56,52,53,39,43
52,53,39,43,38
53,39,43,38,29
39,43,38,29,27
43,38,29,27,26
38,29,27,26,14
29,27,26,14,17
27,26,14,17,10
26,14,17,10,8
14,17,10,8,6
17,10,8,6,9
10,8,6,9,2
8,6,9,2,4
6,9,2,4,3
9,2,4,3,4
2,4,3,4,1
4,3,4,1,3
3,4,1,3,0
4,1,3,0,1
1,3,0,1,0
3,0,1,0,1
0,1,0,1,1
1,0,1,1,2
0,1,1,2,0
1,1,2,0,0
1,2,0,0,1
2,0,0,1,0
0,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,1,2
0,0,1,2,1
0,1,2,1,1
1,2,1,1,3
2,1,1,3,0
1,1,3,0,0
1,3,0,0,0
3,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,0,0,2,0
0,0,2,0,0
0,2,0,0,0
2,0,0,0,1
0,0,0,1,3
0,0,1,3,0
0,1,3,0,0
1,3,0,0,2
3,0,0,2,0
0,0,2,0,0
0,2,0,0,2
2,0,0,2,2
0,0,2,2,2
0,2,2,2,3
2,2,2,3,5
2,2,3,5,6
2,3,5,6,11
3,5,6,11,13
5,6,11,13,16
6,11,13,16,21
11,13,16,21,25
13,16,21,25,27
16,21,25,27,29
21,25,27,29,34
25,27,29,34,40
27,29,34,40,37
29,34,40,37,48
34,40,37,48,47
40,37,48,47,52
37,48,47,52,46
48,47,52,46,66
47,52,46,66,62
52,46,66,62,62
46,66,62,62,60
66,62,62,60,71
62,62,60,71,63
62,60,71,63,59
60,71,63,59,62
71,63,59,62,48
63,59,62,48,50
59,62,48,50,45
62,48,50,45,39
48,50,45,39,38
50,45,39,38,31
45,39,38,31,33
39,38,31,33,30
38,31,33,30,25
31,33,30,25,20
33,30,25,20,16
30,25,20,16,15
25,20,16,15,8
20,16,15,8,8
16,15,8,8,6
15,8,8,6,5
8,8,6,5,8
8,6,5,8,2
6,5,8,2,5
5,8,2,5,3
8,2,5,3,3
2,5,3,3,2
5,3,3,2,3
3,3,2,3,0
3,2,3,0,1
2,3,0,1,0
3,0,1,0,1
0,1,0,1,1
1,0,1,1,2
0,1,1,2,0
1,1,2,0,1
1,2,0,1,0
2,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,0,0,2,0
0,0,2,0,0
0,2,0,0,0
2,0,0,0,1
0,0,0,1,2
0,0,1,2,1
0,1,2,1,0
1,2,1,0,2
2,1,0,2,3
1,0,2,3,3
0,2,3,3,4
2,3,3,4,7
3,3,4,7,8
3,4,7,8,16
4,7,8,16,14
7,8,16,14,28
8,16,14,28,25
16,14,28,25,38
14,28,25,38,37
28,25,38,37,44
25,38,37,44,42
38,37,44,42,59
37,44,42,59,49
44,42,59,49,69
42,59,49,69,61
59,49,69,61,71
49,69,61,71,78
69,61,71,78,84
61,71,78,84,84
71,78,84,84,89
78,84,84,89,92
84,84,89,92,94
84,89,92,94,84
89,92,94,84,87
92,94,84,87,77
94,84,87,77,82
84,87,77,82,66
87,77,82,66,63
77,82,66,63,53
82,66,63,53,58
66,63,53,58,44
63,53,58,44,44
53,58,44,44,40
58,44,44,40,32
44,44,40,32,31
44,40,32,31,23
40,32,31,23,19
32,31,23,19,15
31,23,19,15,8
23,19,15,8,8
19,15,8,8,6
15,8,8,6,10
8,8,6,10,10
8,6,10,10,7
6,10,10,7,7
10,10,7,7,4
10,7,7,4,5
7,7,4,5,2
7,4,5,2,5
4,5,2,5,0
5,2,5,0,2
2,5,0,2,1
5,0,2,1,1
0,2,1,1,0
2,1,1,0,1
1,1,0,1,1
1,0,1,1,2
0,1,1,2,0
1,1,2,0,1
1,2,0,1,0
2,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,2
0,0,0,2,0
0,0,2,0,0
0,2,0,0,0
2,0,0,0,1
0,0,0,1,2
0,0,1,2,0
0,1,2,0,0
1,2,0,0,0
2,0,0,0,1
0,0,0,1,2
0,0,1,2,0
0,1,2,0,0
1,2,0,0,1
2,0,0,1,2
0,0,1,2,1
0,1,2,1,3
1,2,1,3,5
2,1,3,5,5
1,3,5,5,9
3,5,5,9,14
5,5,9,14,14
5,9,14,14,20
9,14,14,20,21
14,14,20,21,24
14,20,21,24,28
20,21,24,28,32
21,24,28,32,33
24,28,32,33,37
28,32,33,37,38
32,33,37,38,45
33,37,38,45,49
37,38,45,49,48
38,45,49,48,51
45,49,48,51,57
49,48,51,57,59
48,51,57,59,61
51,57,59,61,59
57,59,61,59,53
59,61,59,53,57
61,59,53,57,51
59,53,57,51,49
53,57,51,49,47
57,51,49,47,39
51,49,47,39,37
49,47,39,37,36
47,39,37,36,31
39,37,36,31,27
37,36,31,27,26
36,31,27,26,21
31,27,26,21,20
27,26,21,20,16
26,21,20,16,11
21,20,16,11,9
20,16,11,9,3
16,11,9,3,1
11,9,3,1,1
9,3,1,1,1
3,1,1,1,0
1,1,1,0,0
1,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,1,0,0
0,1,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,1
0,0,0,1,0
0,0,1,0,1
0,1,0,1,0
1,0,1,0,0
0,1,0,0,2
1,0,0,2,0
0,0,2,0,0
0,2,0,0,0
2,0,0,0,1
0,0,0,1,2
0,0,1,2,0
0,1,2,0,3
1,2,0,3,0
2,0,3,0,1
0,3,0,1,0
3,0,1,0,0
0,1,0,0,0
1,0,0,0,7
0,0,0,7,7
0,0,7,7,13
0,7,7,13,13
7,7,13,13,23
7,13,13,23,23
13,13,23,23,29
13,23,23,29,28
23,23,29,28,37
23,29,28,37,43
29,28,37,43,43
28,37,43,43,50
37,43,43,50,52
43,43,50,52,54
43,50,52,54,61
50,52,54,61,64
